,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
122,Hughesdale,1/13 Swindon Rd,2,u,516000,2016/3/9,13,1,1,0,76,1970,-37.8967,145.0858,Southern Metropolitan,3145,19917,Oakleigh Railway Station (Oakleigh),0.46,Oakleigh Grammar,0.28,2016,3
123,Hughesdale,18 Paget St,2,h,1550000,2016/3/9,13,1,1,732,97,1950,-37.8931,145.0791,Southern Metropolitan,3145,19918,Hughesdale Railway Station (Hughesdale),0.24,Oakleigh Grammar,0.45,2016,3
124,Keilor East,16 Border Dr,3,h,703000,2016/3/9,12.8,2,2,683,200,1995,-37.7402,144.8591,Western Metropolitan,5629,20003,Ginifer Railway Station (St Albans),4.75,St Peter's School,0.45,2016,3
125,Altona,158 Queen St,3,h,520000,2016/3/9,13.8,2,1,352,242,2015,-37.87,144.825,Western Metropolitan,5301,19926,Altona Railway Station (Altona),0.52,Altona Primary School,0.32,2016,3
126,Reservoir,1/147 Purinuan Rd,2,u,415000,2016/3/9,11.2,1,1,189,84,2012,-37.708,145.0181,Northern Metropolitan,21650,20009,Ruthven Railway Station (Reservoir),0.76,St Stephen's School,0.41,2016,3
127,Viewbank,4 The Glade,3,h,960000,2016/3/9,13.8,2,2,656,183,1990,-37.7322,145.0995,Eastern Metropolitan,2698,19986,Montmorency Railway Station (Montmorency),2.7,Viewbank Primary School,0.88,2016,3
128,Caulfield North,452 Dandenong Rd,3,h,1750000,2016/3/9,8.1,2,2,692,313,1955,-37.8629,145.019,Southern Metropolitan,6923,19945,Armadale Railway Station (Armadale),0.72,The King David School,0.91,2016,3
129,Oak Park,14 Marie St,3,h,892000,2016/3/9,11.5,1,3,757,,,-37.718,144.9174,Northern Metropolitan,2651,20033,Oak Park Railway Station (Oak Park),0.36,Oak Park Primary School,0.34,2016,3
130,Caulfield South,26 Flowers St,3,h,1577500,2016/3/9,9.3,2,2,357,144,1935,-37.8896,145.0307,Southern Metropolitan,5051,19942,Glenhuntly Railway Station (Glen Huntly),1.01,Melbourne Montessori School,0.47,2016,3
131,Northcote,43 Christmas St,2,h,1286000,2016/3/9,5.5,1,1,245,108,1890,-37.7662,145.0096,Northern Metropolitan,11364,20015,Croxton Railway Station (Northcote),1.13,Wales Street Primary School,0.53,2016,3
132,Northcote,30 Clarke St,3,h,1200000,2016/3/9,5.5,1,1,215,125,1920,-37.7759,144.9909,Northern Metropolitan,11364,20017,Merri Railway Station (Northcote),0.28,Northcote High School,0.22,2016,3
133,Northcote,57A Derby St,3,h,1382500,2016/3/9,5.5,2,2,286,188,2007,-37.7708,145.0054,Northern Metropolitan,11364,20016,Northcote Railway Station (Northcote),0.9,Santa Maria College,0.26,2016,3
134,Northcote,3/412 High St,2,u,630000,2016/3/9,5.5,2,1,0,,,-37.7679,144.9994,Northern Metropolitan,11364,20016,Northcote Railway Station (Northcote),0.42,Santa Maria College,0.38,2016,3
135,Oak Park,1 Victoria St,2,h,592000,2016/3/9,11.5,1,2,577,,,-37.7137,144.9167,Northern Metropolitan,2651,20033,Oak Park Railway Station (Oak Park),0.64,Oak Park Primary School,0.25,2016,3
136,West Melbourne,44 Anderson St,3,t,1010000,2016/3/9,1.9,3,2,0,132,1940,-37.8048,144.9424,Northern Metropolitan,2230,22239,North Melbourne Railway Station (West Melbourne),0.19,Simonds Catholic College,0.93,2016,3
137,Surrey Hills,28 Guildford Rd,3,h,2009000,2016/3/9,11.2,1,2,843,,,-37.822,145.0897,Southern Metropolitan,5457,19894,Chatham Railway Station (Surrey Hills),0.27,Chatham Primary School,0.51,2016,3
138,Northcote,24 Jessie St,4,h,1600000,2016/3/9,5.5,2,1,464,179,1910,-37.7805,145.004,Northern Metropolitan,11364,19929,Dennis Railway Station (Northcote),0.4,Westgarth Primary School,0.47,2016,3
139,Williamstown,54 Twyford St,3,h,1535000,2016/3/9,8,1,1,507,186,1910,-37.8681,144.8994,Western Metropolitan,6380,19991,Williamstown Railway Station (Williamstown),0.52,Williamstown Primary School,0.49,2016,3
140,Airport West,154 Halsey Rd,3,t,840000,2016/3/9,13.5,2,1,303,225,2016,-37.718,144.878,Western Metropolitan,3464,20032,Glenroy Railway Station (Glenroy),3.77,St Christopher's School,0.81,2016,3
141,Carlton North,527 Nicholson St,3,h,1330000,2016/3/9,3.2,1,1,314,,1900,-37.7871,144.9766,Northern Metropolitan,3106,20019,Rushall Railway Station (Fitzroy North),1.46,Fitzroy Community School,0.36,2016,3
142,Chadstone,3/10 Euroka St,3,t,752000,2016/3/9,13.6,2,1,182,,,-37.8786,145.1015,Southern Metropolitan,3582,19839,Holmesglen Railway Station (Malvern East),1.06,St Mary Magdalen's School,0.13,2016,3
143,Pascoe Vale,9 Irvine St,3,h,1120000,2016/3/9,9.9,1,2,50,141,1950,-37.734,144.9416,Northern Metropolitan,7485,20034,Pascoe Vale Railway Station (Pascoe Vale),1.23,St Oliver Plunkett's School,0.35,2016,3
144,Clifton Hill,60a Hodgkinson St,3,h,1270000,2016/3/9,3.4,2,0,187,,,-37.7902,144.9894,Northern Metropolitan,2954,19974,Clifton Hill Railway Station (Clifton Hill),0.56,St John's School,0.11,2016,3
145,Elwood,1/10 Wilton Gr,3,t,1350000,2016/3/9,7.7,2,2,1170,,,-37.8831,144.9801,Southern Metropolitan,8989,19955,Ripponlea Railway Station (Ripponlea),1.55,St Columba's School,0.11,2016,3
146,Elwood,8/44 Southey St,1,u,520000,2016/3/9,7.7,1,1,0,51,1930,-37.8761,144.9871,Southern Metropolitan,8989,19955,Ripponlea Railway Station (Ripponlea),0.72,Yesodei HaTorah College,0.45,2016,3
147,Coburg,29 Molesworth St,2,h,850000,2016/3/9,7.8,1,1,371,93,1930,-37.735,144.9589,Northern Metropolitan,11204,19964,Batman Railway Station (Coburg North),0.38,Coburg North Primary School,0.63,2016,3
148,Parkville,50 Strickland Rd,4,h,1230000,2016/3/9,2.6,2,2,357,249,2009,-37.7767,144.9403,Northern Metropolitan,2309,19970,Royal Park Railway Station (Parkville),1.17,Parkville College,0.62,2016,3
149,Coburg,10 Shackell St,3,h,784000,2016/3/9,7.8,1,1,286,110,1890,-37.7427,144.952,Northern Metropolitan,11204,19965,Coburg Railway Station (Coburg),1,Coburg West Primary School,0.63,2016,3
150,Albert Park,85 Richardson St,2,h,1455000,2016/3/9,3.3,1,0,159,,,-37.845,144.9538,Southern Metropolitan,3280,20043,Southern Cross Railway Station (Melbourne City),2.97,Albert Park Primary School,0.36,2016,3
151,Albert Park,105 Kerferd Rd,2,h,1275000,2016/3/9,3.3,1,0,120,82,1900,-37.8459,144.9555,Southern Metropolitan,3280,19958,Prahran Railway Station (Prahran),3.05,Middle Park Primary School,0.28,2016,3
152,Elsternwick,30 Ross St,2,h,900000,2016/3/9,8.5,1,2,239,110,1940,-37.8845,144.999,Southern Metropolitan,4898,19954,Elsternwick Railway Station (Elsternwick),0.17,Sholem Aleichem College,0.31,2016,3
153,North Melbourne,208/150 Peel St,1,u,491000,2016/3/9,2.3,1,1,0,,,-37.8044,144.9566,Northern Metropolitan,6821,19842,Melbourne Central Railway Station (Melbourne City),0.81,St Joseph's Flexible Learning Centre Melbourne,0.16,2016,3
154,Caulfield North,14 Arthur St,3,h,1365000,2016/3/9,8.1,1,0,513,,,-37.8678,145.027,Southern Metropolitan,6923,19944,Malvern Railway Station (Malvern),0.27,Caulfield Junior College,0.68,2016,3
155,Viewbank,52 Rosemar Cct,4,h,910000,2016/3/9,13.8,2,2,626,,,-37.735,145.0921,Eastern Metropolitan,2698,19983,Macleod Railway Station (Macleod),2.26,Viewbank Primary School,0.19,2016,3
156,Essendon,3/85 Tennyson St,2,u,550000,2016/3/9,8,1,1,0,83,1980,-37.7575,144.9298,Western Metropolitan,9264,22253,Essendon Railway Station (Essendon),1.21,St Monica's Primary School,0.63,2016,3
157,Oakleigh South,2/232 Warrigal Rd,3,t,680000,2016/3/9,14.7,2,1,189,123,,-37.9122,145.0853,South-Eastern Metropolitan,3692,19917,Oakleigh Railway Station (Oakleigh),1.34,Hughesdale Primary School,0.98,2016,3
158,Surrey Hills,2/33 Chestnut St,3,t,1110000,2016/3/9,11.2,2,2,401,129,1970,-37.8332,145.1105,Southern Metropolitan,5457,19895,Surrey Hills Railway Station (Surrey Hills),1.44,Our Lady of Perpetual Succour School,0.36,2016,3
159,Collingwood,2/79 Oxford St,2,u,855000,2016/3/9,1.6,1,1,2886,122,1830,-37.8042,144.9845,Northern Metropolitan,4553,19976,Collingwood Railway Station (Abbotsford),0.81,Collingwood English Language School,0.41,2016,3
160,Port Melbourne,903/107 Beach St,2,u,1100000,2016/3/9,3.8,2,1,0,,,-37.8405,144.9319,Southern Metropolitan,8648,22180,Southern Cross Railway Station (Melbourne City),3.04,Port Melbourne Primary School,0.6,2016,3
161,Williamstown North,4/4 Florence St,2,t,500000,2016/3/9,8.9,1,1,53,,,-37.8563,144.8782,Western Metropolitan,802,19993,North Williamstown Railway Station (Williamstown),0.96,Bayside P-12 College,0.64,2016,3
162,Williamstown,46 Pasco St,4,h,1400000,2016/3/9,8,2,1,320,160,1950,-37.8613,144.8988,Western Metropolitan,6380,19992,Williamstown Beach Railway Station (Williamstown),0.48,Williamstown Primary School,0.31,2016,3
163,Sunshine North,23 Compton Pde,4,h,716000,2016/3/9,13.3,1,1,683,,,-37.7694,144.8321,Western Metropolitan,4217,20004,Albion Railway Station (Sunshine North),1.13,St Bernadette's School,0.34,2016,3
164,Templestowe Lower,3 Waratah Dr,4,h,1201000,2016/3/9,13.8,2,2,657,221,1978,-37.7624,145.1175,Eastern Metropolitan,5420,19936,Rosanna Railway Station (Rosanna),5.02,St Kevin's School,0.49,2016,3
165,Surrey Hills,112 Croydon Rd,4,h,2128000,2016/3/9,11.2,3,2,771,312,2000,-37.8239,145.0969,Southern Metropolitan,5457,19895,Surrey Hills Railway Station (Surrey Hills),0.17,Surrey Hills Primary School,0.4,2016,3
166,Collingwood,10/79 Oxford St,2,u,1260000,2016/3/9,1.6,1,1,0,129,1900,-37.8042,144.9845,Northern Metropolitan,4553,19976,Collingwood Railway Station (Abbotsford),0.81,Collingwood English Language School,0.41,2016,3
167,Williamstown,4 Freyer St,4,h,1325000,2016/3/9,8,2,1,452,,,-37.855,144.8905,Western Metropolitan,6380,19993,North Williamstown Railway Station (Williamstown),0.29,Williamstown North Primary School,0.15,2016,3
168,Collingwood,130 Keele St,2,h,890000,2016/3/9,1.6,1,1,178,70,1900,-37.7974,144.9915,Northern Metropolitan,4553,19975,Victoria Park Railway Station (Abbotsford),0.33,St Joseph's School,0.56,2016,3
169,Templestowe Lower,25 Clauscen St,3,h,1150000,2016/3/9,13.8,2,2,649,,,-37.7642,145.1157,Eastern Metropolitan,5420,19935,Heidelberg Railway Station (Heidelberg),4.91,Templestowe Heights Primary School,0.46,2016,3
170,Collingwood,69 Hotham St,2,t,750000,2016/3/9,1.6,1,1,115,,,-37.7968,144.9891,Northern Metropolitan,4553,19975,Victoria Park Railway Station (Abbotsford),0.54,St Joseph's School,0.47,2016,3
171,Windsor,207/152 Peel St,2,u,580000,2016/3/9,5.1,2,1,0,78,2012,-37.8558,144.9903,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.16,Prahran High School,0.42,2016,3
172,Essendon,1/28 Gilbertson St,2,u,660000,2016/3/9,8,1,1,263,113,1980,-37.7418,144.8977,Western Metropolitan,9264,20036,Glenbervie Railway Station (Essendon),2.13,Essendon North Primary School,0.48,2016,3
173,Camberwell,2/1 Glen Iris Rd,3,t,1615000,2016/3/9,7.8,1,2,389,,,-37.8435,145.0695,Southern Metropolitan,8920,19850,Hartwell Railway Station (Camberwell),0.54,Camberwell South Primary School,0.78,2016,3
174,Bulleen,19a Elizabeth St,3,u,851000,2016/3/9,11.8,1,2,385,140,2000,-37.7599,145.0849,Eastern Metropolitan,4480,19935,Heidelberg Railway Station (Heidelberg),2.15,St Clement of Rome School,0.95,2016,3
175,Sunshine West,73 Talintyre Rd,3,h,496000,2016/3/9,13.5,1,2,780,,,-37.8004,144.8105,Western Metropolitan,6763,20020,Ardeer Railway Station (Ardeer),2.06,Glengala Primary School,0.35,2016,3
176,Doncaster,2/20 Wetherby Rd,2,u,492500,2016/3/9,13.9,1,1,65,,1975,-37.7887,145.1438,Eastern Metropolitan,9028,19898,Blackburn Railway Station (Blackburn),3.53,Doncaster Secondary College,0.68,2016,3
177,Carnegie,1/60 Moonya Rd,3,u,820000,2016/3/9,11.4,1,2,0,96,1989,-37.897,145.0623,Southern Metropolitan,7822,19919,Murrumbeena Railway Station (Murrumbeena),0.88,St Patrick's School,0.59,2016,3
178,Bulleen,25 William St,4,h,1235000,2016/3/9,11.8,2,2,556,214,1957,-37.7657,145.0957,Eastern Metropolitan,4480,19935,Heidelberg Railway Station (Heidelberg),3.23,Bulleen Heights School,0.27,2016,3
179,Thornbury,2/305 Rossmoyne St,3,u,510000,2016/3/9,6.5,1,1,0,,,-37.7591,145.0211,Northern Metropolitan,8870,20014,Thornbury Railway Station (Thornbury),2.03,Thornbury High School,0.46,2016,3
180,Carnegie,1/70 Truganini Rd,2,t,795000,2016/3/9,11.4,2,1,133,104,2009,-37.8911,145.0539,Southern Metropolitan,7822,19920,Carnegie Railway Station (Carnegie),0.68,Carnegie Primary School,0.07,2016,3
181,Alphington,5/6 Yarralea St,3,h,1110000,2016/3/9,6.4,2,2,208,,2013,-37.7854,145.0325,Northern Metropolitan,2211,19931,Alphington Railway Station (Alphington),0.79,Alphington Primary School,0.21,2016,3
182,Essendon,6 Buckley St,3,h,1425000,2016/3/9,8,2,2,684,147,1950,-37.7585,144.9317,Western Metropolitan,9264,20038,Moonee Ponds Railway Station (Moonee Ponds),1.36,Moonee Ponds Primary School,0.55,2016,3
183,Bulleen,42 Robert St,4,h,1300000,2016/3/9,11.8,1,2,717,180,1960,-37.7608,145.0862,Eastern Metropolitan,4480,19935,Heidelberg Railway Station (Heidelberg),2.28,St Clement of Rome School,0.81,2016,3
184,Bulleen,92 Swanston St,4,h,1110000,2016/3/9,11.8,2,2,562,,,-37.7628,145.0994,Eastern Metropolitan,4480,19935,Heidelberg Railway Station (Heidelberg),3.47,Bulleen Heights School,0.39,2016,3
185,Bentleigh,11 Rogers Rd,3,h,1425000,2016/3/12,13,2,2,613,143,1960,-37.9311,145.0428,Southern Metropolitan,6795,19937,Moorabbin Railway Station (Moorabbin),0.64,Tucker Road Bentleigh Primary School,0.57,2016,3
186,Carnegie,2/31 Moonya Rd,2,u,600000,2016/3/12,11.4,1,1,73,61,1970,-37.897,145.0593,Southern Metropolitan,7822,19919,Murrumbeena Railway Station (Murrumbeena),1.04,St Patrick's School,0.75,2016,3
187,Viewbank,3/23 Christine St,2,u,556000,2016/3/12,13.8,1,1,195,,1995,-37.7405,145.0876,Eastern Metropolitan,2698,19936,Rosanna Railway Station (Rosanna),1.91,Viewbank College,0.12,2016,3
188,Viewbank,42 Graham Rd,4,h,1010000,2016/3/12,13.8,3,2,669,163,1960,-37.7419,145.083,Eastern Metropolitan,2698,19936,Rosanna Railway Station (Rosanna),1.49,Viewbank College,0.33,2016,3
189,Richmond,7 Bank St,3,h,1600000,2016/3/12,2.6,2,1,115,,,-37.8163,144.9984,Northern Metropolitan,14949,19978,West Richmond Railway Station (Richmond),0.63,Lynall Hall Community School,0.34,2016,3
190,Bentleigh,3/2 Scotts St,2,t,851000,2016/3/12,13,1,1,140,250,1970,-37.9204,145.0443,Southern Metropolitan,6795,19939,Bentleigh Railway Station (Bentleigh),0.72,St Paul's School,0.37,2016,3
191,Brunswick West,9/610 Moreland Rd,2,u,320000,2016/3/12,5.9,1,1,0,,1980,-37.7514,144.9288,Northern Metropolitan,7082,20036,Glenbervie Railway Station (Essendon),0.83,Essendon Primary School,0.71,2016,3
192,Richmond,3/11 Brougham St,1,u,370000,2016/3/12,2.6,1,1,502,38,1950,-37.8214,144.9997,Northern Metropolitan,14949,19907,East Richmond Railway Station (Richmond),0.6,Richmond High School,0.52,2016,3
193,Heidelberg West,73 Pacific Dr,3,h,560000,2016/3/12,9.4,1,1,523,87,1960,-37.7369,145.0376,Eastern Metropolitan,2674,19936,Rosanna Railway Station (Rosanna),2.6,East Preston Islamic College,0.35,2016,3
194,Heidelberg West,11 Wewak Pde,2,h,735000,2016/3/12,9.4,1,3,602,,,-37.7455,145.0452,Eastern Metropolitan,2674,19936,Rosanna Railway Station (Rosanna),1.87,St Pius X School,0.19,2016,3
195,Hughesdale,20 Dalston Rd,3,h,1340000,2016/3/12,13,1,1,705,128,1920,-37.8994,145.0816,Southern Metropolitan,3145,19917,Oakleigh Railway Station (Oakleigh),0.6,Oakleigh Grammar,0.4,2016,3
196,Templestowe Lower,166 MacEdon Rd,3,h,1098000,2016/3/12,13.8,2,1,649,167,,-37.7615,145.1154,Eastern Metropolitan,5420,19936,Rosanna Railway Station (Rosanna),4.81,Templestowe Valley Primary School,0.54,2016,3
197,Ivanhoe,2/125 Locksley Rd,2,u,430000,2016/3/12,7.9,1,1,0,,1970,-37.7662,145.0516,Eastern Metropolitan,5549,19934,Eaglemont Railway Station (Eaglemont),0.36,Ivanhoe Girls' Grammar School,0.44,2016,3
198,Ivanhoe,3/3 Merton St,1,u,460000,2016/3/12,7.9,1,0,75,,1970,-37.7759,145.043,Eastern Metropolitan,5549,19932,Darebin Railway Station (Ivanhoe),0.41,Ivanhoe Grammar School,0.4,2016,3
199,Ivanhoe,14 Tate St,4,h,1601000,2016/3/12,7.9,3,2,610,,,-37.7662,145.04,Eastern Metropolitan,5549,19933,Ivanhoe Railway Station (Ivanhoe),0.56,Ivanhoe Primary School,0.27,2016,3
200,Bentleigh East,93 Parkmore Rd,3,h,1206000,2016/3/12,13.9,1,2,603,,,-37.9155,145.0723,Southern Metropolitan,10969,19917,Oakleigh Railway Station (Oakleigh),2.19,Coatesville Primary School,0.52,2016,3
201,Bentleigh East,14a Daphne St,1,u,580000,2016/3/12,13.9,1,1,105,,,-37.9181,145.0586,Southern Metropolitan,10969,19939,Bentleigh Railway Station (Bentleigh),1.9,Valkstone Primary School,0.41,2016,3
202,Bentleigh East,2a Bessie St,2,u,746000,2016/3/12,13.9,1,2,281,95,2002,-37.9255,145.0796,Southern Metropolitan,10969,19916,Huntingdale Railway Station (Oakleigh),2.57,St James' College,0.73,2016,3
203,Richmond,29 Bowen St,3,h,2180000,2016/3/12,2.6,2,2,345,,,-37.8159,144.994,Northern Metropolitan,14949,19978,West Richmond Railway Station (Richmond),0.25,Richmond West Primary School,0.3,2016,3
204,Templestowe Lower,120 Templestowe Rd,3,h,742500,2016/3/12,13.8,1,2,313,128,1980,-37.7556,145.0946,Eastern Metropolitan,5420,19936,Rosanna Railway Station (Rosanna),2.88,Bulleen Heights School,0.86,2016,3
205,Hawthorn East,15 Rathmines Rd,3,h,2151000,2016/3/12,7.5,1,2,780,,,-37.8198,145.0465,Southern Metropolitan,6482,19903,Auburn Railway Station (Hawthorn East),0.29,Auburn Primary School,0.35,2016,3
206,Hawthorn East,22 Stewart St,2,h,1140000,2016/3/12,7.5,1,0,230,,,-37.8226,145.055,Southern Metropolitan,6482,19853,Camberwell Railway Station (Camberwell),0.55,Auburn Primary School,0.47,2016,3
207,Kealba,23 McShane Dr,4,h,740000,2016/3/12,15,2,2,558,,,-37.7311,144.8257,Western Metropolitan,1202,20002,St Albans Railway Station (St Albans),2.73,St Paul's Kealba Catholic School,0.61,2016,3
208,Coburg North,38B Livingstone St,4,h,895000,2016/3/12,9.2,2,2,661,,,-37.7246,144.9828,Northern Metropolitan,3445,20011,Regent Railway Station (Reservoir),1.81,Newlands Primary School,0.65,2016,3
209,Keilor East,3A Cudgewa Pl,3,t,770000,2016/3/12,12.8,2,1,331,201,2010,-37.7325,144.8621,Western Metropolitan,5629,20003,Ginifer Railway Station (St Albans),5.42,Keilor Heights Primary School,0.68,2016,3
210,Keilor East,2/64 Dinah Pde,3,t,480000,2016/3/12,12.8,2,1,184,,2012,-37.7424,144.8639,Western Metropolitan,5629,22253,Essendon Railway Station (Essendon),4.85,St Peter's School,0.44,2016,3
211,Keilor East,14 Hawthorn Ct,3,h,590000,2016/3/12,12.8,1,2,610,,1974,-37.7455,144.8484,Western Metropolitan,5629,20003,Ginifer Railway Station (St Albans),3.64,St Peter's School,0.98,2016,3
212,Keilor East,16 Roberts St,4,h,900000,2016/3/12,12.8,2,1,289,125,2011,-37.7506,144.8689,Western Metropolitan,5629,22253,Essendon Railway Station (Essendon),4.21,St Martin de Porres School,1.08,2016,3
213,Richmond,60 Somerset St,2,h,935000,2016/3/12,2.6,1,1,67,,1998,-37.8159,145.0033,Northern Metropolitan,14949,19978,West Richmond Railway Station (Richmond),1.05,Lynall Hall Community School,0.11,2016,3
214,Hawthorn East,742 Burwood Rd,2,h,1550000,2016/3/12,7.5,1,2,432,,,-37.8249,145.0532,Southern Metropolitan,6482,19853,Camberwell Railway Station (Camberwell),0.52,Auburn Primary School,0.57,2016,3
215,Coburg North,15 Ronald St,3,h,655000,2016/3/12,9.2,1,0,404,98,1950,-37.7305,144.9803,Northern Metropolitan,3445,19964,Batman Railway Station (Coburg North),1.57,Newlands Primary School,0.45,2016,3
216,Kew,30/20 Pakington St,2,u,520000,2016/3/12,5.6,1,1,0,12,,-37.804,145.0347,Southern Metropolitan,10331,19904,Glenferrie Railway Station (Hawthorn),1.95,Kew Primary School,0.12,2016,3
217,Carnegie,218 Neerim Rd,4,h,1275000,2016/3/12,11.4,2,0,365,,1919,-37.8877,145.0507,Southern Metropolitan,7822,19920,Carnegie Railway Station (Carnegie),0.71,St Anthony's School,0.33,2016,3
218,Balwyn,2/74 Balwyn Rd,3,u,1070000,2016/3/12,9.7,2,2,206,112,1998,-37.8161,145.0812,Southern Metropolitan,5682,19893,Canterbury Railway Station (Canterbury),0.93,Fintona Girls' School,0.13,2016,3
219,Caulfield South,10/468 Kooyong Rd,1,u,275500,2016/3/12,9.3,1,1,0,44,1960,-37.8961,145.0132,Southern Metropolitan,5051,19953,Gardenvale Railway Station (Brighton),0.8,Leibler Yavneh College,0.68,2016,3
220,Caulfield South,5 Alder St,3,h,1460000,2016/3/12,9.3,1,2,451,121,1960,-37.8874,145.019,Southern Metropolitan,5051,19954,Elsternwick Railway Station (Elsternwick),1.62,Caulfield Primary School,0.12,2016,3
221,Kingsbury,1/21 The Fairway,3,u,480000,2016/3/12,12.4,2,1,218,110,2004,-37.7133,145.0374,Northern Metropolitan,1414,20009,Ruthven Railway Station (Reservoir),2.53,Our Lady of the Way School,0.27,2016,3
222,Toorak,232 Williams Rd,3,h,1635000,2016/3/12,4.6,1,2,386,,,-37.8435,145.0043,Southern Metropolitan,7217,19947,Hawksburn Railway Station (South Yarra),0.23,Toorak Primary School,0.52,2016,3
